f1,f2,f3,f4,f5,target
1.0309717085981909,-0.44961381835158654,0.5813578902466043,1.4805855269497774,2.5115572355479685,1
0.9026914923806404,0.3720132275050133,1.2747047198856536,0.5306782648756271,1.4333697572562674,0
-0.6582875546503045,0.7618718180797708,0.10358426342946625,-1.4201593727300752,-2.07844692738038,0
1.90822075821798,0.36037260966252027,2.2685933678805004,1.5478481485554596,3.4560689067734396,1
0.8776655099541582,0.15399934818509553,1.0316648581392536,0.7236661617690626,1.6013316717232207,0
0.03443087682807669,0.1425209730090418,0.17695184983711848,-0.1080900961809651,-0.07365921935288841,1
0.8789394805041884,-0.3993308792180853,0.47960860128610305,1.2782703597222738,2.157209840226462,1
-0.9345031370457632,0.5265362689679116,-0.40796686807785154,-1.4610394060136747,-2.395542543059438,0
1.3336916497103972,-0.39594705599318747,0.9377445937172098,1.7296387057035847,3.063330355413982,1
1.8771293980727863,0.4821535446177836,2.35928294269057,1.3949758534550027,3.272105251527789,1
0.6702140958131558,-0.398414667720125,0.2717994280930308,1.068628763533281,1.7388428593464367,1
-0.366836086386151,0.9818530160417778,0.6150169296556267,-1.3486891024279288,-1.71552518881408,0
0.8072653689038093,0.553395894484335,1.3606612633881443,0.2538694744194743,1.0611348433232837,0
0.9397485540711916,0.13683089385387226,1.0765794479250639,0.8029176602173194,1.742666214288511,0
1.0344052510225006,-0.11699613870318833,0.9174091123193122,1.151401389725689,2.1858066407481895,0
-0.9907316922526896,0.14591379292157314,-0.8448178993311165,-1.1366454851742627,-2.1273771774269523,0
0.8731767001820581,0.13906490435829094,1.012241604540349,0.7341117958237671,1.6072884960058251,0
1.4211456989629918,-0.5123886266444133,0.9087570723185785,1.9335343256074051,3.354680024570397,1
0.29961425774446393,-0.135398425999916,0.16421583174454793,0.43501268374437996,0.7346269414888439,1
1.555134884949006,-0.10878919968862644,1.4463456852603795,1.6639240846376326,3.2190589695866385,1
1.9996711503071865,0.3466135255353532,2.3462846758425395,1.6530576247718334,3.65272877507902,1
0.08445168843284939,0.033844568036708336,0.11829625646955773,0.050607120396141056,0.13505880882899046,1
1.9466039532953356,0.3048288399612266,2.251432793256562,1.641775113334109,3.588379066629445,1
-0.03694047200633985,0.14729483222144213,0.11035436021510228,-0.18423530422778198,-0.22117577623412182,1
-0.013889703674296441,0.9157159026611305,0.901826198986834,-0.9296056063354269,-0.9434953100097233,0
-0.5952549347305827,0.8986847898079474,0.30342985507736475,-1.4939397245385302,-2.0891946592691126,0
-0.3918222163385153,0.9496464891481858,0.5578242728096705,-1.3414687054867012,-1.7332909218252164,0
1.6565493048235242,0.04689644306860416,1.7034457478921283,1.6096528617549202,3.266202166578444,1
0.07353504340714118,0.913596128871144,0.9871311722782852,-0.8400610854640029,-0.7665260420568617,0
0.6983933802789991,0.6752989273220488,1.3736923076010479,0.02309445295695034,0.7214878332359494,0
0.5098384159744507,0.7559021923161948,1.2657406082906455,-0.24606377634174414,0.26377463963270653,0
0.9504303917491114,0.30053379072886666,1.250964182477978,0.6498966010202447,1.600326992769356,0
0.1995377393618329,0.09515023739983637,0.29468797676166925,0.10438750196199652,0.3039252413238294,1
1.2510832838129111,-0.4590912718306002,0.791992011982311,1.7101745556435113,2.9612578394564224,1
0.8027054147323682,0.6387951702058425,1.4415005849382108,0.1639102445265257,0.9666156592588939,0
0.5350329699522256,-0.5692269969851274,-0.03419402703290175,1.104259966937353,1.6392929368895786,1
0.1717649081170754,1.135554401772087,1.3073193098891625,-0.9637894936550118,-0.7920245855379363,0
-0.006400511468176828,0.01880862167416736,0.01240811020599053,-0.025209133142344187,-0.031609644610521015,1
2.0769756832639272,0.05464100008057207,2.1316166833444994,2.022334683183355,4.099310366447282,1
1.3059248063892608,-0.37228073431152375,0.933644072077737,1.6782055407007845,2.984130347090045,1
0.029928029444482675,0.27463781577928675,0.30456584522376945,-0.24470978633480409,-0.21478175689032142,1
1.431047463246529,-0.2716214375242009,1.1594260257223281,1.70266890077073,3.133716364017259,1
0.8112100876358326,0.5560006854962197,1.3672107731320522,0.25520940213961285,1.0664194897754453,0
0.17283040158475246,-0.3060056318439583,-0.13317523025920583,0.47883603342871073,0.6516664350134632,1
1.154454796361894,-0.5874528474578594,0.5670019489040347,1.7419076438197534,2.8963624401816475,1
-0.7267824799708625,0.3713506056479822,-0.3554318743228803,-1.0981330856188447,-1.8249155655897074,0
0.16053005266185738,-0.15642695325773018,0.004103099404127203,0.31695700591958753,0.4774870585814449,1
1.2659730565410001,-0.3759613552240239,0.8900117013169762,1.641934411765024,2.907907468306024,1
